,coords,count_cleaned_intersections,count_nonplanar_intersections,count_planar_intersections,distance,edge_length_ratio,is_planar,mean_edge_length,mean_planar_segment_length,name,network_type,nodes,overcount_nonplanar_cleaned,overcount_planar_cleaned,overcount_planar_nonplanar,phi,runtime
121,"(37.833970618390694, -122.25958587942154)",206,249,312,805,0.8487153697285962,False,118.96437842316072,100.96689641794548,"154_Oakland, California, USA",drive,339,1.2087378640776698,1.5145631067961165,1.2530120481927711,0.798076923076923,28.311747074127197
122,"(37.82658265397455, -122.30964708669327)",23,23,39,805,0.6018518158286407,True,448.6604450630705,270.02710355169506,"155_Oakland, California, USA",drive,42,1.0,1.6956521739130435,1.6956521739130435,0.5897435897435898,4.663486003875732
123,"(37.79913389583837, -122.2639607145666)",177,193,241,805,0.8333331816232356,False,117.63325283524038,98.02769284988136,"156_Oakland, California, USA",drive,247,1.0903954802259888,1.3615819209039548,1.2487046632124352,0.8008298755186722,21.849920511245728
124,"(37.73415536087327, -122.19866356052287)",79,102,112,805,0.9144735846165372,False,170.82653956021218,156.21635797926592,"157_Oakland, California, USA",drive,137,1.2911392405063291,1.4177215189873418,1.0980392156862746,0.9107142857142856,9.788743257522583
125,"(37.72061493725078, -122.24154641679827)",3,6,6,805,0.9999999652242232,True,424.9103623649377,424.9103475883498,"158_Oakland, California, USA",drive,10,2.0,2.0,1.0,1.0,5.572291851043701
126,"(37.756155453394214, -122.12980736734606)",58,62,62,805,0.9999999033856173,True,160.46357810026615,160.4635625971766,"159_Oakland, California, USA",drive,109,1.0689655172413792,1.0689655172413792,1.0,1.0,7.820637226104736
127,"(37.85885399950193, -122.2257127778035)",70,79,79,805,0.9999999295195142,True,221.5812759520509,221.58126033489492,"160_Oakland, California, USA",drive,134,1.1285714285714286,1.1285714285714286,1.0,1.0,10.534869194030762
128,"(37.80219292322585, -122.30278398266663)",54,63,73,805,0.9007632693005266,True,181.0024105168998,163.04032304847868,"161_Oakland, California, USA",drive,99,1.1666666666666667,1.3518518518518519,1.1587301587301588,0.8630136986301369,6.913470029830933
129,"(37.80152651041653, -122.28069545091992)",196,244,357,805,0.7347345825520406,False,117.98041625317167,86.68429188509008,"164_Oakland, California, USA",drive,314,1.2448979591836735,1.8214285714285714,1.4631147540983607,0.6834733893557423,27.18345355987549
130,"(37.82827872407359, -122.2772547758922)",178,227,306,805,0.7947367092788045,False,134.86427459076762,107.18158978753975,"165_Oakland, California, USA",drive,295,1.2752808988764044,1.7191011235955056,1.3480176211453745,0.7418300653594772,26.041805028915405
131,"(37.74119648802763, -122.19418653914671)",80,87,97,805,0.9087947001544416,True,185.69815329029473,168.76149753868694,"167_Oakland, California, USA",drive,129,1.0875,1.2125,1.1149425287356323,0.8969072164948453,10.530721187591553
132,"(37.76791226237536, -122.17068338848804)",155,173,173,805,0.999999873742215,True,134.505706205108,134.50568922271546,"168_Oakland, California, USA",drive,229,1.1161290322580646,1.1161290322580646,1.0,1.0,16.590054512023926
133,"(37.788531315504045, -122.23236727161198)",182,195,196,805,0.9974125322951695,True,118.80913325782734,118.50171846248381,"169_Oakland, California, USA",drive,266,1.0714285714285714,1.0769230769230769,1.005128205128205,0.9948979591836735,20.201579809188843
134,"(37.84681459193056, -122.25159293934249)",182,211,242,805,0.9027609739764015,False,128.5596835520876,116.05866513758056,"170_Oakland, California, USA",drive,286,1.1593406593406594,1.3296703296703296,1.146919431279621,0.871900826446281,22.914844274520874
135,"(37.742240240758576, -122.1393113262421)",79,83,89,805,0.9587019664410733,True,155.18616663376605,148.77728311624358,"172_Oakland, California, USA",drive,133,1.0506329113924051,1.1265822784810127,1.072289156626506,0.9325842696629213,8.868221521377563
136,"(37.817620846728055, -122.20996719389674)",126,144,150,805,0.9700853629776118,True,158.63508550798957,153.88957450600256,"173_Oakland, California, USA",drive,201,1.1428571428571428,1.1904761904761905,1.0416666666666667,0.96,16.763131380081177
137,"(37.7667172589208, -122.20673041120529)",147,170,170,805,0.9999998520216987,True,117.7925604800521,117.7925430493091,"174_Oakland, California, USA",drive,224,1.1564625850340136,1.1564625850340136,1.0,1.0,17.071444988250732
138,"(37.75544305704481, -122.14318998977681)",66,67,74,805,0.931818106100085,True,207.55977252009254,193.40795413223708,"175_Oakland, California, USA",drive,118,1.0151515151515151,1.121212121212121,1.1044776119402986,0.9054054054054054,10.950456857681274
139,"(37.76569953846963, -122.21152592984092)",114,128,138,805,0.9411763599335008,False,145.34867841627266,136.7987400729725,"176_Oakland, California, USA",drive,198,1.1228070175438596,1.2105263157894737,1.078125,0.927536231884058,14.82528042793274
140,"(37.84867297142531, -122.20516848045081)",36,38,38,805,0.9999999440388379,True,267.56475051879,267.5647355455556,"177_Oakland, California, USA",drive,70,1.0555555555555556,1.0555555555555556,1.0,1.0,8.272561311721802
141,"(37.788086614671386, -122.21140035743201)",176,187,195,805,0.9728995957055183,True,123.54053759847663,120.1925390828003,"179_Oakland, California, USA",drive,283,1.0625,1.1079545454545454,1.0427807486631016,0.958974358974359,16.752490282058716
142,"(37.767575725892556, -122.12716433515166)",28,32,32,805,0.9999999197660409,True,178.19625486148536,178.19624056409432,"181_Oakland, California, USA",drive,66,1.1428571428571428,1.1428571428571428,1.0,1.0,7.783618927001953
143,"(37.82282317196985, -122.30943475474145)",25,26,44,805,0.591666630976006,True,477.6484844176371,282.60866956617866,"182_Oakland, California, USA",drive,46,1.04,1.76,1.6923076923076923,0.5909090909090909,6.429023504257202
144,"(37.78529389267578, -122.14960140680977)",42,46,46,805,0.9999999053949168,True,160.03813226230324,160.0381171218824,"183_Oakland, California, USA",drive,80,1.0952380952380953,1.0952380952380953,1.0,1.0,6.169250726699829
145,"(37.74369634225464, -122.1818961416521)",142,158,158,805,0.9999998503887376,True,115.24203869094391,115.24202144943703,"184_Oakland, California, USA",drive,212,1.1126760563380282,1.1126760563380282,1.0,1.0,16.123538970947266
146,"(37.80245707169918, -122.24838067185931)",196,219,223,805,0.9788292340532145,True,112.32309737257249,109.94513136767976,"186_Oakland, California, USA",drive,275,1.1173469387755102,1.1377551020408163,1.0182648401826484,0.9820627802690582,24.312703371047974
147,"(37.810517302293704, -122.24764153453624)",200,217,229,805,0.947506422971747,False,126.49298834289716,119.85291891578538,"187_Oakland, California, USA",drive,280,1.085,1.145,1.055299539170507,0.9475982532751092,21.999308824539185
148,"(37.80870357286553, -122.1914620097622)",59,72,76,805,0.9562042948676411,True,177.80837094696167,170.02112796290345,"188_Oakland, California, USA",drive,126,1.2203389830508475,1.2881355932203389,1.0555555555555556,0.9473684210526315,9.702770709991455
149,"(37.83865746076234, -122.27855792037448)",193,245,245,805,0.9999998447504235,True,110.80422145213119,110.80420424982273,"190_Oakland, California, USA",drive,310,1.2694300518134716,1.2694300518134716,1.0,1.0,26.260774850845337
150,"(37.82461436359332, -122.20789303126688)",118,137,145,805,0.9629628730416672,False,180.0824591908978,173.41272228687572,"191_Oakland, California, USA",drive,204,1.1610169491525424,1.228813559322034,1.0583941605839415,0.9448275862068967,17.88082790374756
151,"(37.80660166655851, -122.21124339804412)",137,149,149,805,0.9999998795183955,True,137.5331933275884,137.5331767573686,"192_Oakland, California, USA",drive,214,1.0875912408759123,1.0875912408759123,1.0,1.0,16.55962824821472
152,"(37.81573287522454, -122.17994371060134)",10,15,15,805,0.9999999498274891,True,292.47214853321367,292.4721338591516,"194_Oakland, California, USA",drive,28,1.5,1.5,1.0,1.0,6.301559925079346
153,"(37.845749790060005, -122.27618753725184)",208,299,299,805,0.9999998306981444,True,101.75486336178658,101.75484613449939,"195_Oakland, California, USA",drive,372,1.4375,1.4375,1.0,1.0,30.141600131988525
154,"(37.779310528390134, -122.19739090599214)",210,256,265,805,0.9801542010586416,True,110.51736619306503,108.32406076406897,"196_Oakland, California, USA",drive,337,1.2190476190476192,1.2619047619047619,1.03515625,0.9660377358490566,22.563254833221436
155,"(37.80514081124317, -122.27631952288006)",254,297,380,805,0.8220337445122899,False,114.90458027421633,94.45544238442706,"197_Oakland, California, USA",drive,375,1.169291338582677,1.4960629921259843,1.2794612794612794,0.781578947368421,35.23827600479126
156,"(37.846836760962034, -122.20262380575033)",37,40,40,805,0.9999999482053552,True,304.59184486025765,304.59182908403125,"198_Oakland, California, USA",drive,71,1.0810810810810811,1.0810810810810811,1.0,1.0,9.09014081954956
157,"(37.79125982809685, -122.15764353416255)",29,36,36,805,0.999999911258658,True,173.0610974710022,173.06108211332815,"199_Oakland, California, USA",drive,61,1.2413793103448276,1.2413793103448276,1.0,1.0,7.194389820098877
